"Country","ISO3","Region","income category","HepBintroduced","HepBintroducedBirth","HepB3dose","HepBbirth","schedule","PreU5EstPre","PreU5EstPreLowCI","PreU5EstPreHighCI","PreU5EstCar","PreU5EstCarLowCI","PreU5EstCarHighCI","PreGPEstPre","PreGPEstPreLowCI","PreGPEstPreHighCI","PreGPEstCar","PreGPEstCarLowCI","PreGPEstCarHighCI","PostU5EstPre","PostU5EstPreLowCI","PostU5EstPreHighCI","PostU5EstCar","PostU5EstCarLowCI","PostU5EstCarHighCI","PostGPEstPre","PostGPEstPreLowCI","PostGPEstPreHighCI","PostGPEstCar","PostGPEstCarLowCI","PostGPEstCarHighCI","NumCarPrevU5","NumCarPrevU5LowCI","NumCarPrevU5HighCI","NumCarPrevGP","NumCarPrevGPLowCI","NumCarPrevGPHighCI","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","U51990","U51995","U52000","U52005","U52010","U52015","births-1980-1985","births-1985-1990","births-1990-1995","births-1995-2000","births-2000-2005","births-2005-2010","births-2010-2015","InfMort1985-1990","InfMort1990-1995","InfMort1995-2000","InfMort2000-2005","InfMort2005-2010","InfMort2010-2015","UrbPop1990","UrbPop1995","UrbPop2000","UrbPop2005","UrbPop2010","UrbPop2015","Cov_HepB_BD_2015","Cov_HepB_BD_2014","Cov_HepB_BD_2013","Cov_HepB_BD_2012","Cov_HepB_BD_2011","Cov_HepB_BD_2010","Cov_HepB_BD_2009","Cov_HepB_BD_2008","Cov_HepB_BD_2007","Cov_HepB_BD_2006","Cov_HepB_BD_2005","Cov_HepB_BD_2004","Cov_HepB_BD_2003","Cov_HepB_BD_2002","Cov_HepB_BD_2001","Cov_HepB_BD_2000","Cov_HepB3_2015","Cov_HepB3_2014","Cov_HepB3_2013","Cov_HepB3_2012","Cov_HepB3_2011","Cov_HepB3_2010","Cov_HepB3_2009","Cov_HepB3_2008","Cov_HepB3_2007","Cov_HepB3_2006","Cov_HepB3_2005","Cov_HepB3_2004","Cov_HepB3_2003","Cov_HepB3_2002","Cov_HepB3_2001","Cov_HepB3_2000","Cov_HepB3_1999","Cov_HepB3_1998","Cov_HepB3_1997","Cov_HepB3_1996","Cov_HepB3_1995","Cov_HepB3_1994","Cov_HepB3_1993","Cov_HepB3_1992","Cov_HepB3_1991","Cov_HepB3_1990","PreU5EstPre-region","PreU5EstPreLowCI-region","PreU5EstPreHighCI-region","PreU5EstCar-region","PreU5EstCarLowCI-region","PreU5EstCarHighCI-region","PreGPEstPre-region","PreGPEstPreLowCI-region","PreGPEstPreHighCI-region","PreGPEstCar-region","PreGPEstCarLowCI-region","PreGPEstCarHighCI-region","PostU5EstPre-region","PostU5EstPreLowCI-region","PostU5EstPreHighCI-region","PostU5EstCar-region","PostU5EstCarLowCI-region","PostU5EstCarHighCI-region","PostGPEstPre-region","PostGPEstPreLowCI-region","PostGPEstPreHighCI-region","PostGPEstCar-region","PostGPEstCarLowCI-region","PostGPEstCarHighCI-region","NumCarPrevU5-region","NumCarPrevU5LowCI-region","NumCarPrevU5HighCI-region","NumCarPrevGP-region","NumCarPrevGPLowCI-region","NumCarPrevGPHighCI-region","PreU5EstPre-income","PreU5EstPreLowCI-income","PreU5EstPreHighCI-income","PreU5EstCar-income","PreU5EstCarLowCI-income","PreU5EstCarHighCI-income","PreGPEstPre-income","PreGPEstPreLowCI-income","PreGPEstPreHighCI-income","PreGPEstCar-income","PreGPEstCarLowCI-income","PreGPEstCarHighCI-income","PostU5EstPre-income","PostU5EstPreLowCI-income","PostU5EstPreHighCI-income","PostU5EstCar-income","PostU5EstCarLowCI-income","PostU5EstCarHighCI-income","PostGPEstPre-income","PostGPEstPreLowCI-income","PostGPEstPreHighCI-income","PostGPEstCar-income","PostGPEstCarLowCI-income","PostGPEstCarHighCI-income","NumCarPrevU5-income","NumCarPrevU5LowCI-income","NumCarPrevU5HighCI-income","NumCarPrevGP-income","NumCarPrevGPLowCI-income","NumCarPrevGPHighCI-income"
"Syrian Arab Republic","SYR","EMRO","Lower middle income",1991.00,2000.00,41.00,69.00,,1.70,1.30,2.16,37.19,28.47,47.45,2.38,1.88,2.98,388.11,306.88,486.17,0.31,0.22,0.43,6.74,4.72,9.48,1.76,1.40,2.20,287.11,228.90,358.10,30.44,22.78,39.66,114.55,89.21,144.86,12446.17,12815.21,13187.08,13564.16,13949.69,14345.49,14755.28,15177.45,15602.21,16016.09,16410.84,16766.89,17087.90,17415.26,17806.63,18294.61,18914.97,19632.80,20325.44,20824.89,21018.83,20863.99,20420.70,19809.14,19203.09,18734.98,2144.86,2185.90,2432.02,2522.72,2665.47,2237.55,2106.99,2229.60,2251.22,2491.67,2578.30,2696.72,2412.87,33.47,26.26,21.25,17.74,14.96,17.87,48.93,50.10,51.94,53.78,55.67,57.65,69.00,78.00,81.00,81.00,89.00,97.00,95.00,93.00,93.00,91.00,90.00,90.00,90.00,90.00,89.00,91.00,41.00,47.00,71.00,43.00,66.00,84.00,84.00,83.00,83.00,83.00,83.00,82.00,81.00,80.00,80.00,79.00,78.00,77.00,76.00,75.00,74.00,64.00,"23","5",,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Tunisia","TUN","EMRO","Lower middle income",1995.00,2007.00,98.00,88.00,,4.50,3.70,5.44,44.15,36.37,53.41,6.30,5.36,7.34,647.32,550.54,753.61,0.75,0.55,0.99,7.35,5.36,9.72,5.70,4.87,6.64,585.05,499.69,682.01,36.79,29.81,45.77,101.23,83.25,122.46,8232.79,8417.68,8603.22,8784.88,8956.59,9113.97,9256.03,9384.15,9499.39,9603.74,9699.19,9785.70,9864.32,9939.67,10017.60,10102.48,10196.13,10298.08,10407.33,10521.83,10639.93,10761.46,10886.66,11014.55,11143.90,11273.66,1064.87,957.44,840.26,797.71,861.38,1023.72,1133.88,1129.21,991.88,880.31,823.96,883.63,1048.88,48.77,35.18,28.63,22.99,18.69,18.45,57.94,61.47,63.43,65.09,65.93,66.84,88.00,80.00,82.00,73.00,80.00,82.00,88.00,92.00,89.00,,,,,,,,98.00,98.00,98.00,97.00,98.00,98.00,99.00,99.00,98.00,99.00,97.00,96.00,92.00,93.00,94.00,94.00,94.00,91.00,88.00,83.00,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"United Arab Emirates","ARE","EMRO","High income",1992.00,2000.00,94.00,96.00,,0.49,0.26,0.83,2.39,1.28,4.07,0.70,0.38,1.17,60.88,33.33,101.74,0.06,0.03,0.11,0.29,0.15,0.54,0.62,0.34,1.05,53.58,29.58,90.71,2.10,1.14,3.60,7.70,4.03,13.06,1860.17,1970.02,2086.63,2207.40,2328.68,2448.82,2571.02,2700.01,2838.14,2988.16,3154.92,3326.03,3507.23,3741.93,4087.93,4579.56,5242.03,6044.06,6894.27,7666.39,8270.68,8672.47,8900.45,9006.26,9070.86,9154.30,232.40,234.80,267.43,299.14,430.94,470.66,185.81,231.78,247.13,250.57,298.06,408.95,468.76,21.68,16.47,12.38,9.22,6.88,6.22,79.05,78.31,80.23,82.26,84.05,85.54,96.00,91.00,96.00,96.00,97.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,94.00,94.00,94.00,94.00,94.00,94.00,93.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,96.00,90.00,90.00,90.00,90.00,"90",,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Yemen","YEM","EMRO","Lower middle income",1998.00,2016.00,69.00,,,5.76,4.75,7.00,226.05,186.48,274.92,7.92,6.82,9.17,1815.14,1562.44,2101.90,5.00,4.06,6.12,196.18,159.21,240.22,7.68,6.63,8.85,1759.27,1517.80,2028.11,29.76,3.19,57.35,501.55,419.89,590.49,12057.03,12661.61,13325.58,14017.23,14692.68,15320.65,15889.44,16408.95,16896.21,17378.09,17874.72,18390.13,18919.17,19462.08,20017.06,20582.92,21160.53,21751.60,22356.39,22974.92,23606.77,24252.20,24909.96,25576.32,26246.32,26916.20,2603.10,3082.03,3151.13,3359.46,3677.87,4016.66,2455.24,2929.71,3397.65,3453.29,3645.52,3915.26,4243.52,95.34,83.98,75.35,67.94,52.99,47.17,20.93,23.76,26.26,28.93,31.73,34.60,,,,,,,,,,,,,,,,,69.00,73.00,73.00,67.00,68.00,74.00,75.00,76.00,78.00,77.00,79.00,42.00,38.00,30.00,19.00,13.00,9.00,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Australia","AUS","WPRO","High income",2000.00,2016.00,93.00,,,0.28,0.22,0.35,4.32,3.46,5.34,0.40,0.33,0.48,89.43,74.65,107.93,0.23,0.17,0.30,3.56,2.68,4.60,0.39,0.33,0.47,87.47,73.18,105.79,0.76,0.09,1.41,10.52,8.52,12.90,17041.43,17271.87,17485.94,17687.47,17882.73,18076.74,18271.68,18467.58,18665.04,18864.11,19065.83,19268.53,19475.19,19696.97,19948.42,20238.90,20573.60,20946.66,21342.49,21739.04,22120.06,22479.79,22821.84,23150.72,23474.66,23799.55,1261.64,1303.52,1282.54,1271.57,1457.82,1545.11,1181.18,1236.84,1296.23,1255.31,1257.03,1457.04,1524.93,8.65,6.51,5.45,4.94,4.40,3.87,85.40,86.10,87.16,88.00,88.73,89.42,,,,,,,,,,,,,,,,,93.00,91.00,91.00,91.00,92.00,92.00,94.00,94.00,94.00,95.00,95.00,95.00,95.00,95.00,94.00,,,,,,,,,,,,4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Brunei Darussalam","BRN","WPRO","High income",1989.00,2000.00,99.00,99.00,,2.91,2.30,3.69,0.99,0.78,1.26,4.09,3.35,4.98,15.92,13.03,19.37,0.34,0.24,0.47,0.12,0.08,0.16,3.35,2.72,4.05,13.03,10.59,15.74,0.87,0.67,1.11,3.16,2.44,4.02,258.78,266.27,273.96,281.75,289.52,297.19,304.69,312.03,319.22,326.28,333.24,340.11,346.86,353.38,359.52,365.15,370.25,374.86,379.25,383.77,388.66,394.01,399.74,405.71,411.70,417.54,34.06,37.46,34.87,32.94,31.42,33.46,32.11,36.17,39.36,37.79,33.46,31.31,33.64,16.06,12.81,10.22,8.15,6.49,6.49,65.83,68.64,71.16,73.50,75.51,77.20,99.00,99.00,99.00,95.00,95.00,96.00,99.00,99.00,99.00,97.00,96.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,98.00,99.00,93.00,96.00,96.00,96.00,97.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,93.00,99.00,98.00,98.00,99.00,99.00,"99","96","96","96",4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Cambodia","KHM","WPRO","Lower middle income",2005.00,2007.00,89.00,81.00,,2.47,1.99,3.04,43.74,35.23,53.78,3.45,2.80,4.32,476.98,386.62,596.72,0.52,0.38,0.68,9.14,6.78,12.03,3.20,2.60,4.02,442.22,358.49,554.49,34.55,27.01,43.38,99.42,80.24,124.17,8973.34,9286.97,9621.50,9968.27,10315.37,10653.55,10980.27,11295.88,11597.73,11883.63,12152.35,12402.47,12634.72,12853.12,13063.37,13270.20,13474.48,13676.69,13880.50,14090.20,14308.74,14537.88,14776.86,15022.69,15270.79,15517.63,1725.88,1765.38,1574.65,1531.38,1671.68,1764.60,1823.32,1927.11,1865.06,1753.00,1681.06,1810.29,1828.74,85.96,86.10,86.34,65.85,44.95,29.90,15.54,17.31,18.58,19.17,19.81,20.72,81.00,84.00,55.00,62.00,65.00,54.00,52.00,43.00,22.00,,,,,,,,89.00,88.00,83.00,86.00,88.00,89.00,92.00,91.00,82.00,80.00,,,,,,,,,,,,,,,,,4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"China","CHN","WPRO","Upper middle income",1999.00,2004.00,99.00,96.00,,5.51,4.53,6.67,4580.72,3770.48,5552.59,7.71,6.74,9.00,99629.00,87181.47,116415.80,0.68,0.49,0.92,563.44,405.43,766.56,6.99,6.12,8.17,90346.04,79167.36,105686.85,4015.85,3260.54,4948.62,12133.22,9872.48,14797.44,1172445.20,1189183.52,1204003.90,1217129.13,1228991.93,1239940.00,1249981.44,1259066.97,1267441.50,1275406.69,1283198.97,1290937.64,1298646.57,1306343.91,1314007.47,1321623.49,1329209.09,1336800.50,1344415.22,1352068.09,1359755.10,1367480.26,1375198.61,1382793.21,1390110.38,1397028.55,133229.69,103277.82,81757.54,79269.32,82581.42,85884.69,111501.00,139751.26,108067.74,84951.63,81617.39,84152.48,87015.71,42.28,40.45,34.25,25.32,16.73,11.64,26.44,30.96,35.87,42.52,49.22,55.61,96.00,94.00,99.00,96.00,95.00,92.00,93.00,91.00,86.00,88.00,86.00,76.00,,,,,99.00,99.00,99.00,99.00,99.00,99.00,99.00,95.00,92.00,91.00,84.00,79.00,75.00,70.00,65.00,60.00,,,,,,,,,,,4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Cook Islands","COK","WPRO",,1989.00,2000.00,99.00,99.00,"birth, 6 weeks; 3, ,5 months",10.16,7.05,14.51,0.21,0.15,0.30,13.84,9.85,19.38,1.48,1.05,2.08,1.25,0.79,2.01,0.03,0.02,0.04,11.27,8.04,15.76,1.21,0.86,1.69,0.19,0.13,0.26,0.31,0.22,0.44,18.35,18.52,18.71,18.86,18.96,18.95,18.81,18.56,18.29,18.12,18.12,18.32,18.70,19.14,19.52,19.71,19.69,19.51,19.21,18.86,18.54,18.25,17.99,17.76,17.58,17.44,,,,,,,,,,,,,,,,,,,,57.71,58.67,65.19,71.02,73.25,74.52,99.00,99.00,98.00,97.00,97.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,76.00,99.00,99.00,98.00,98.00,93.00,99.00,82.00,99.00,99.00,99.00,99.00,99.00,93.00,93.00,93.00,98.00,90.00,88.00,99.00,65.00,85.00,79.00,"76","98","85","71",4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fiji","FJI","WPRO","Upper middle income",1992.00,2001.00,99.00,90.00,,2.88,2.24,3.66,2.53,1.97,3.22,4.04,3.22,5.00,32.38,25.85,40.10,0.39,0.26,0.56,0.34,0.23,0.49,3.30,2.64,4.09,26.49,21.14,32.77,2.18,1.68,2.85,6.71,5.21,8.66,728.62,735.47,744.53,755.02,765.66,775.49,784.47,792.86,800.31,806.49,811.22,814.21,815.69,816.62,818.35,821.81,827.41,834.81,843.34,851.96,859.95,867.08,873.59,879.71,885.80,892.14,99.95,99.37,98.25,89.21,89.60,88.08,111.40,107.12,105.84,101.73,97.86,94.33,90.55,28.99,25.18,21.87,18.99,17.93,16.01,41.61,45.49,47.90,49.87,51.82,53.72,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,86.00,96.00,95.00,99.00,,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,98.00,98.00,98.00,98.00,98.00,90.00,82.00,60.00,"88",,,,4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Japan","JPN","WPRO","High income",2015.00,2016.00,,,,0.63,0.52,0.77,33.25,27.58,40.53,0.91,0.79,1.06,1101.50,954.66,1284.04,0.63,0.52,0.77,33.25,27.58,40.53,0.91,0.79,1.06,1101.50,954.66,1284.04,0.00,0.00,0.00,89.01,75.12,106.48,124515.56,124940.01,125341.47,125717.52,126063.17,126375.46,126654.02,126902.62,127127.26,127335.85,127533.93,127723.51,127902.61,128067.79,128213.63,128335.76,128432.99,128505.25,128550.50,128566.65,128551.87,128505.39,128426.38,128312.92,128162.87,127974.95,6780.76,6138.33,5955.44,5669.86,5554.59,5395.53,7692.38,6819.65,6170.18,5981.27,5689.59,5571.14,5388.04,4.85,4.40,3.66,2.98,2.55,2.19,77.33,78.01,78.64,85.97,90.52,93.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Kiribati","KIR","WPRO","Lower middle income",1989.00,2000.00,87.00,96.00,,17.94,14.66,22.07,2.69,2.20,3.31,23.73,20.05,28.06,23.26,19.65,27.50,3.55,2.57,4.84,0.53,0.39,0.73,18.99,15.92,22.50,18.61,15.60,22.05,2.15,1.75,2.69,6.07,5.03,7.29,72.41,73.70,74.76,75.71,76.67,77.73,78.90,80.18,81.55,82.96,84.40,85.85,87.34,88.89,90.54,92.32,94.26,96.31,98.44,100.56,102.65,104.65,106.61,108.53,110.45,112.40,11.59,11.80,11.97,10.81,13.95,14.75,11.35,12.70,13.33,12.90,13.18,14.40,15.69,75.25,64.21,56.77,51.56,49.30,46.89,34.98,36.40,42.95,43.55,43.77,44.30,96.00,66.00,84.00,82.00,66.00,63.00,52.00,59.00,58.00,68.00,70.00,72.00,74.00,76.00,78.00,80.00,87.00,75.00,95.00,94.00,95.00,91.00,86.00,83.00,96.00,88.00,50.00,67.00,73.00,79.00,85.00,90.00,82.00,89.00,97.00,66.00,36.00,36.00,"8","6","7","73",4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2002.00,2016.00,89.00,,,5.51,4.59,6.68,46.24,38.51,56.02,7.62,6.58,8.88,454.17,392.16,529.62,4.65,3.76,5.71,39.01,31.53,47.87,7.46,6.46,8.66,444.71,385.43,516.60,7.24,0.70,13.72,105.79,89.87,126.30,4258.47,4380.07,4502.36,4623.28,4740.38,4851.92,4957.18,5056.51,5150.76,5241.28,5329.30,5414.56,5497.27,5579.65,5664.60,5754.02,5849.35,5949.78,6052.19,6152.03,6246.27,6333.48,6415.16,6494.55,6576.39,6663.96,749.62,838.61,796.66,752.59,778.50,771.63,745.08,858.72,945.06,883.97,821.85,836.92,822.12,108.42,95.67,82.41,69.21,56.72,47.25,15.43,17.37,21.97,27.38,33.12,38.61,,,,,,,,,,,,,,,,,89.00,88.00,87.00,79.00,78.00,74.00,67.00,61.00,50.00,57.00,49.00,45.00,50.00,,,,,,,,,,,,,,4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Malaysia","MYS","WPRO","Upper middle income",1988.00,2000.00,99.00,88.00,,0.64,0.50,0.82,15.88,12.28,20.27,0.91,0.74,1.13,254.59,205.86,313.63,0.09,0.06,0.12,2.11,1.49,2.99,0.74,0.60,0.91,205.76,167.38,252.50,13.79,10.51,17.82,53.38,40.36,69.03,18038.32,18529.45,19012.72,19494.96,19986.89,20495.59,21023.32,21565.32,22113.46,22656.28,23185.60,23698.90,24198.81,24688.70,25174.10,25659.39,26143.56,26625.84,27111.06,27605.38,28112.28,28635.12,29170.45,29706.72,30228.01,30723.15,2438.54,2596.54,2684.24,2536.61,2429.27,2569.34,2282.45,2430.99,2619.21,2691.58,2370.65,2369.67,2524.46,15.81,11.92,8.98,6.76,6.76,6.54,49.79,55.68,61.97,66.59,70.91,74.70,88.00,90.00,87.00,91.00,95.00,95.00,95.00,99.00,90.00,90.00,90.00,95.00,90.00,90.00,97.00,92.00,99.00,96.00,96.00,97.00,96.00,96.00,96.00,97.00,96.00,95.00,96.00,94.00,95.00,95.00,95.00,97.00,96.00,96.00,97.00,96.00,96.00,94.00,"86","86","89","86",4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Marshall Islands","MHL","WPRO","Upper middle income",1988.00,2000.00,85.00,99.00,,8.01,5.82,10.97,0.20,0.15,0.28,11.16,8.25,14.55,5.52,4.08,7.19,1.25,0.83,1.87,0.03,0.02,0.05,9.82,7.23,12.78,4.86,3.58,6.32,0.17,0.12,0.24,0.73,0.55,0.96,47.29,48.47,49.37,50.04,50.57,51.01,51.40,51.69,51.92,52.07,52.15,52.18,52.15,52.11,52.07,52.05,52.07,52.13,52.21,52.32,52.42,52.54,52.66,52.79,52.89,52.99,,,,,,,,,,,,,,,,,,,,65.05,66.72,68.35,69.90,71.34,72.68,99.00,76.00,81.00,85.00,92.00,99.00,98.00,94.00,90.00,90.00,99.00,91.00,93.00,90.00,99.00,99.00,85.00,79.00,80.00,80.00,89.00,97.00,99.00,97.00,93.00,97.00,89.00,72.00,74.00,80.00,76.00,38.00,80.00,80.00,70.00,68.00,47.00,46.00,"17","24","17","10",4.82,3.97,5.85,5722.00,4713.00,6935.00,6.71,5.86,7.84,115881.00,101105.00,135575.00,0.81,0.61,1.07,964.00,719.00,1267.00,6.13,5.36,7.16,105702.00,92376.00,123744.00,4756.00,3846.00,5883.00,14823.00,12071.00,18085.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
